ID,Name,address,phone,adult_pcs,child_pcs,Date
5933111119,埔元藥局,新竹縣北埔鄉中山路１１４號,(03)5802568,2736,430,2020/10/20 01:50:48
5933130529,家佳福藥局,新竹縣尖石鄉嘉樂村2鄰麥樹仁59號,(03)5842808,1276,953,2020/10/20 01:50:48
5934010013,永安藥局,宜蘭縣宜蘭市復興路６１號,(03)9332039,4023,250,2020/10/20 01:50:48
5934010022,振芳藥局,宜蘭縣宜蘭市中山路３段１７９號,(03)9322369,4509,640,2020/10/20 01:50:48
5934010068,志成藥局,宜蘭縣宜蘭市東港路２段４５２號,(03)9385769,1314,810,2020/10/20 01:50:48
5934010077,華大藥局,宜蘭縣宜蘭市新民路６４號,(03)9356412,1087,1110,2020/10/20 01:50:48
5934010086,圓滿堂藥局,宜蘭縣宜蘭市中山路３段４８號,(03)9323413,5216,986,2020/10/20 01:50:48
5934010193,文化藥師藥局,宜蘭縣宜蘭市復興路１段１３１號,(03)9332415,2057,708,2020/10/20 01:50:48
5934010200,康禾藥局,宜蘭縣宜蘭市泰山路１５０號,(03)9361977,999,780,2020/10/20 01:50:48
5934010228,中一藥局,宜蘭縣宜蘭市慈安路４１－３號,(03)9385962,2592,710,2020/10/20 01:50:48
5934010282,厚生藥局,宜蘭縣宜蘭市復興路２２號,(03)9322166,1413,380,2020/10/20 01:50:48
5934011403,中興藥局,宜蘭縣宜蘭市中山路３段２０９號,(03)9369769,5103,540,2020/10/20 01:50:48
5934011510,李藥局,宜蘭縣宜蘭市中山路２段２１１號,(03)9362234,1937,960,2020/10/20 01:50:48
5934011529,宜生藥局,宜蘭縣宜蘭市新民路１１１號,(03)9327893,4873,869,2020/10/20 01:50:48
5934011565,微風藥師藥局,宜蘭縣宜蘭市神農路２段４６號,(03)9362880,2637,770,2020/10/20 01:50:48
5934011850,健康家藥局,宜蘭縣宜蘭市東港路２段４２８號,(03)9371516,1890,310,2020/10/20 01:50:48
5934011985,惠登藥師藥局,宜蘭縣宜蘭市復興路２８號,(03)9333718,2664,1110,2020/10/20 01:50:48
5934012008,欣悅藥局,宜蘭縣宜蘭市中山路２段３０３號,(03)9321002,2013,930,2020/10/20 01:50:48
5934012017,大榮藥師藥局,宜蘭縣宜蘭市校舍路２３號,(03)9387928,1963,570,2020/10/20 01:50:48
5934012026,博安藥局,宜蘭縣宜蘭市民族路４１８號,(03)9320866,1095,940,2020/10/20 01:50:48
5934012044,富康新民藥局,宜蘭縣宜蘭市新民路１１３號,(03)9366060,1089,30,2020/10/20 01:50:48
5934012062,鴻馨藥師健保藥局,宜蘭縣宜蘭市康樂路１３９號,(03)9333408,2358,660,2020/10/20 01:50:48
5934012133,仁俊藥局,宜蘭縣宜蘭市神農路１段８７之１號,(03)9327778,1602,950,2020/10/20 01:50:48
5934012160,慈幼藥局,宜蘭縣宜蘭市中山路２段３６０號１樓,(03)9321238,2003,1307,2020/10/20 01:50:48
5934012179,宜蘭和睦藥局,宜蘭縣宜蘭市大新里和睦路４７號１、２樓,(03)9313622,4850,740,2020/10/20 01:50:48
5934012197,佳音藥局,宜蘭縣宜蘭市中山路２段５９號１樓,(03)9362869,3249,359,2020/10/20 01:50:48
5934012204,順利藥局,宜蘭縣宜蘭市民族里民族路２９０號２樓,(03)9333060,747,1000,2020/10/20 01:50:48
5934012222,康泰藥局,宜蘭縣宜蘭市聖後街１７７號,(03)9358715,1962,870,2020/10/20 01:50:48
5934012240,東成藥局,宜蘭縣宜蘭市東港路２段３０６號１樓,(03)9380353,4021,501,2020/10/20 01:50:48
5934012286,健康藥局,宜蘭縣宜蘭市光復路１４９號１樓、２樓,(03)9315088,4194,400,2020/10/20 01:50:48
5934012320,緣心健保藥局,宜蘭縣宜蘭市同興街１０１號,(03)9366326,738,930,2020/10/20 01:50:48
5934012339,禮仁藥局,宜蘭縣宜蘭市中山路５段３１號,(03)9288884,1080,930,2020/10/20 01:50:48
5934012348,聖心藥局,宜蘭縣宜蘭市復興路３１號,(03)9357099,1665,100,2020/10/20 01:50:48
5934012357,品康藥局,宜蘭縣宜蘭市中山路２段３１０號,(03)9359320,1503,620,2020/10/20 01:50:48
5934012366,熊賀大藥局,宜蘭縣宜蘭市女中路３段２６號,(03)9352950,2778,0,2020/10/20 01:50:48
5934012375,宜蘭啄木鳥藥局,宜蘭縣宜蘭市新生里中山路５段１７６號,(03)9289387,855,630,2020/10/20 01:50:48
5934012393,綠洲藥局,宜蘭縣宜蘭市中山路２段１１３號１樓,9311800,1053,920,2020/10/20 01:50:48
5934012419,熊貓健保藥局,宜蘭縣宜蘭市中山路３段１６９號１樓,(03)9331335,3789,760,2020/10/20 01:50:48
5934020019,樺生藥師連鎖藥局,宜蘭縣羅東鎮中正路３７號,(03)9543432,5031,660,2020/10/20 01:50:48
5934020064,順昇藥局,宜蘭縣羅東鎮長春路６０號,(03)9541655,2097,1130,2020/10/20 01:50:48
5934020073,長生藥局,宜蘭縣羅東鎮復興路１段１號,(03)9553222,2817,879,2020/10/20 01:50:48
5934020153,信隆藥局,宜蘭縣羅東鎮南門路５號,(03)9544697,1962,1010,2020/10/20 01:50:48
5934020224,源生藥局,宜蘭縣羅東鎮忠孝路８９號,(03)9563476,3051,700,2020/10/20 01:50:48
5934020251,黃藥局,宜蘭縣羅東鎮公正路３７４號,(03)9545857,3528,980,2020/10/20 01:50:48
5934020279,博善藥局,宜蘭縣羅東鎮和平路６８號,(03)9577811,6372,1010,2020/10/20 01:50:48
5934020288,鑫聖藥局,宜蘭縣羅東鎮公正路２６６號,(03)9559155,4320,850,2020/10/20 01:50:48
5934021374,博雅藥師藥局,宜蘭縣羅東鎮維揚路２８號,(03)9519007,1917,740,2020/10/20 01:50:48
5934021383,東安藥局,宜蘭縣羅東鎮光榮路４８７號,(03)9532277,3690,930,2020/10/20 01:50:48
5934021418,民生健保藥局,宜蘭縣羅東鎮中正南路５３號１樓,(03)9562354,3900,570,2020/10/20 01:50:48
5934021481,怡林藥局,宜蘭縣羅東鎮興東南路１７４號,(03)9541926,1133,727,2020/10/20 01:50:48
5934021490,康民藥局,宜蘭縣羅東鎮公正路１４８號,(03)9576036,4941,650,2020/10/20 01:50:48
5934021516,興東藥局,宜蘭縣羅東鎮興東路１號１樓,(03)9569621,1723,883,2020/10/20 01:50:48
5934021525,喜樂藥師藥局,宜蘭縣羅東鎮中山路３段１７１號,(03)9547113,772,130,2020/10/20 01:50:48
5934021543,宏恩藥局,宜蘭縣羅東鎮和平路１３０－２號,(03)9569906,1260,990,2020/10/20 01:50:48
5934021552,慈濟大藥局,宜蘭縣羅東鎮公正路２７４之１號,(03)9551803,3708,1220,2020/10/20 01:50:48
5934021561,和平藥局,宜蘭縣羅東鎮和平路８５號１樓,(03)9564771,1269,860,2020/10/20 01:50:48
5934021632,上華藥局,宜蘭縣羅東鎮復興路２段１５９號,(03)9557655,5036,500,2020/10/20 01:50:48
5934021641,同興藥局,宜蘭縣羅東鎮林場路１３號１樓,(03)9565585,1764,1070,2020/10/20 01:50:48
5934021776,一生藥師藥局,宜蘭縣羅東鎮中正南路１２７號,(03)9542620,2025,1090,2020/10/20 01:50:48
5934021794,倉前藥局,宜蘭縣羅東鎮公正里倉前路５７號１樓,(03)9571336,443,280,2020/10/20 01:50:48
5934021856,正欣藥局,宜蘭縣羅東鎮興東南路２２８巷８號,(03)9556786,1193,859,2020/10/20 01:50:48
5934021883,潤康社區健保藥局,宜蘭縣羅東鎮公正路１６７之２號１樓,(03)9576271,2467,474,2020/10/20 01:50:48
5934021927,元氣藥局,宜蘭縣羅東鎮中正南路１９７之２號,(03)9541075,3591,1000,2020/10/20 01:50:48
5934021954,家安藥局,宜蘭縣羅東鎮中正北路１７號,(03)9550295,2214,230,2020/10/20 01:50:48
5934021972,晨安藥局,宜蘭縣羅東鎮倉前路４０號,(03)9540633,4162,1190,2020/10/20 01:50:48
5934021981,樂樂藥局,宜蘭縣羅東鎮中正南路６１號,(03)9566696,1053,570,2020/10/20 01:50:48
5934021990,成功藥局,宜蘭縣羅東鎮興東南路２３５號,(03)9577550,5391,379,2020/10/20 01:50:48
5934022013,康莊藥局,宜蘭縣羅東鎮康樂巷１號,(03)9553168,4842,660,2020/10/20 01:50:48
5934022022,光澤醫美藥局,宜蘭縣羅東鎮興東路９９之１號,(03)9566961,4815,560,2020/10/20 01:50:48
5934022031,大菖藥局,宜蘭縣羅東鎮公正路８８號１樓,(03)9559898,1494,640,2020/10/20 01:50:48
5934022040,羅東藥局,宜蘭縣羅東鎮興東路２２８號１樓,(03)9574436,2637,910,2020/10/20 01:50:48
5934022059,宏安藥局,宜蘭縣羅東鎮賢文里純精路２段２２５巷１０號１樓,(03)9518696,2808,570,2020/10/20 01:50:48
5934022086,宏海藥局,宜蘭縣羅東鎮中正路６９號１樓,9565196,2115,250,2020/10/20 01:50:48
5934022095,羅東啄木鳥藥局,宜蘭縣羅東鎮中山路２段３０３號,(03)9604670,4167,540,2020/10/20 01:50:48
5934030015,南陽藥局,宜蘭縣蘇澳鎮中山路１段１２０號,(03)9965076,5094,387,2020/10/20 01:50:48
5934030033,仁大藥局,宜蘭縣蘇澳鎮中原路４７號,(039)967528,3339,1160,2020/10/20 01:50:48
5934030051,正蘇西西藥局,宜蘭縣蘇澳鎮中山路一段４７號,(03)9965380,1179,850,2020/10/20 01:50:48
5934031110,宜家藥師藥局,宜蘭縣蘇澳鎮中山路１段１１６號,(03)9955727,1527,1020,2020/10/20 01:50:48
5934031138,新豐藥局,宜蘭縣蘇澳鎮江夏路２６號,(03)9962869,4122,80,2020/10/20 01:50:48
5934031165,宏一藥局,宜蘭縣蘇澳鎮中山路１段２９號,(03)9962125,1724,80,2020/10/20 01:50:48
5934031209,仁人健保藥局,宜蘭縣蘇澳鎮蘇港路３６５號,(03)9971168,1170,990,2020/10/20 01:50:48
5934031218,熊野藥局,宜蘭縣蘇澳鎮龍德里福德路418號,(03)9903367,2475,730,2020/10/20 01:50:48
5934031245,熊本健保藥局,宜蘭縣蘇澳鎮大同路６２號,(03)9902758,1404,810,2020/10/20 01:50:48
5934031254,佑全蘇澳中山藥局,宜蘭縣蘇澳鎮蘇西里２０鄰中山路１段２３１號１樓,(03)9961063,3411,730,2020/10/20 01:50:48
5934040039,仁康藥局,宜蘭縣頭城鎮纘祥路７９之１號,(03)9776651,1822,666,2020/10/20 01:50:48
5934040093,元生藥師藥局,宜蘭縣頭城鎮沙成路３０號,(03)9770795,936,708,2020/10/20 01:50:48
5934041125,杏元藥局,宜蘭縣頭城鎮新興路１６號,(03)9772700,2016,850,2020/10/20 01:50:48
5934041161,頭城藥局,宜蘭縣頭城鎮開蘭路１３４號,(03)9770618,4185,220,2020/10/20 01:50:48
5934041170,永仁藥局,宜蘭縣頭城鎮吉祥路８８巷２５號１樓,(03)9789788,4554,840,2020/10/20 01:50:48
5934041205,晴天藥局,宜蘭縣頭城鎮開蘭路１８１號,(03)9789121,3582,1220,2020/10/20 01:50:48
5934051149,和風藥局,宜蘭縣礁溪鄉中山路１段６９號,(03)9883511,2367,830,2020/10/20 01:50:48
5934051167,岩峰藥局,宜蘭縣礁溪鄉中山路２段２１號２樓,(03)9887542,1350,680,2020/10/20 01:50:48
5934051229,廣福藥師藥局,宜蘭縣礁溪鄉礁溪路１段６６號,(03)9285887,1026,950,2020/10/20 01:50:48
5934051247,安信藥局,宜蘭縣礁溪鄉中山路一段２３０號,(03)9874419,2322,960,2020/10/20 01:50:48
5934051265,恩好藥局,宜蘭縣礁溪鄉中山路１段９５號,(03)9889256,1214,948,2020/10/20 01:50:48
5934061047,壯圍藥局,宜蘭縣壯圍鄉吉祥村壯五路２７９號,(03)9388948,3105,880,2020/10/20 01:50:48
5934070037,上新藥局,宜蘭縣員山鄉員山路１段２９６號,(03)9220086,4845,729,2020/10/20 01:50:48
5934071034,信毅藥師藥局,宜蘭縣員山鄉員山路１段１８２號,(03)9230815,3168,500,2020/10/20 01:50:48
5934080015,佳恩藥局,宜蘭縣冬山鄉義成路３段４０１號,(03)9586065,1278,1140,2020/10/20 01:50:48
5934080024,杏東藥師藥局,宜蘭縣冬山鄉冬山路２１８號１樓,(03)9591024,1709,798,2020/10/20 01:50:48
5934081058,華康藥局,宜蘭縣冬山鄉冬山路５段２０２號１樓,(03)9532942,4392,1010,2020/10/20 01:50:48
5934081067,威仁藥局,宜蘭縣冬山鄉冬山路２１９號,(03)9595351,1485,1160,2020/10/20 01:50:48
5934081129,義成藥局,宜蘭縣冬山鄉義成路二段３７３號１樓,(03)9588775,1890,1080,2020/10/20 01:50:48
5934081147,康佑藥局,宜蘭縣冬山鄉南興村冬山路１３４號,(03)9591994,3096,1220,2020/10/20 01:50:48
5934081165,合康藥局,宜蘭縣冬山鄉廣興路２１３號,(03)9616457,4383,970,2020/10/20 01:50:48
5934081174,和康藥局,宜蘭縣冬山鄉義成路３段３５１號１樓,(03)9680650,4140,520,2020/10/20 01:50:48
5934081183,永春藥局,宜蘭縣冬山鄉群英村和平路１１號１樓,(03)9589491,5058,600,2020/10/20 01:50:48
5934091054,日昇藥局,宜蘭縣五結鄉中正路２段５９號,(03)9656584,1683,780,2020/10/20 01:50:48
5934091072,新安藥局,宜蘭縣五結鄉中正路１段１７０號１樓,(03)9566377,4887,660,2020/10/20 01:50:48
5934091081,五結健保藥局,宜蘭縣五結鄉五結路二段４３７號,(03)9503200,1125,200,2020/10/20 01:50:48
5934091090,平安藥局,宜蘭縣五結鄉五結中路２段２３號,(03)9603265,1674,760,2020/10/20 01:50:48
5934100030,三星健保藥局,宜蘭縣三星鄉三星路５段５１號,(03)9895816,3717,420,2020/10/20 01:50:48
5934120014,進昌健保藥局,宜蘭縣南澳鄉蘇花路２段３８３號,(03)9981011,2441,1013,2020/10/20 01:50:48
5935010017,永佳藥局,苗栗縣苗栗市玉苗里光復路１５６號,(037)331860,2259,790,2020/10/20 01:50:48
5935010124,富安藥局,苗栗縣苗栗市上苗里中正路５３號,(037)262337,2554,430,2020/10/20 01:50:48
5935010160,德昌藥局,苗栗縣苗栗市恭敬里中正路１１８２號,(037)320641,2511,1280,2020/10/20 01:50:48
5935010222,正欣藥局,苗栗縣苗栗市清華里褔星街６０號,(037)264502,4473,650,2020/10/20 01:50:48
5935010259,德鑫藥局,苗栗縣苗栗市清華里為公路３４８號,(037)261698,4109,110,2020/10/20 01:50:48
5935011523,天恩藥局,苗栗縣苗栗市中正路49號,(037)277285,4023,0,2020/10/20 01:50:48
5935011621,佳美藥局,苗栗縣苗栗市中山路４９３號,(037)373366,2097,980,2020/10/20 01:50:48
5935011738,佳禾藥局,苗栗縣苗栗市青苗里建台街7號,(037)373041,1701,760,2020/10/20 01:50:48
5935011783,芳鄰國際連鎖藥局,苗栗縣苗栗市中山路５６７號,(037)330580,3745,850,2020/10/20 01:50:48
5935011916,吉利康藥局,苗栗縣苗栗市中正路340號,(037)370529,1395,940,2020/10/20 01:50:48
5935011925,廷安藥局,苗栗縣苗栗市府前路133號,(037)356839,4894,500,2020/10/20 01:50:48
5935011952,千百岳大藥局,苗栗縣苗栗市上苗里中山路70號,(037)271335,2349,1020,2020/10/20 01:50:48
5935011998,康安新美藥局,苗栗縣苗栗市中正路739號1樓,(037)373089,1425,80,2020/10/20 01:50:48
5935012002,好鄰居藥局,苗栗縣苗栗市建功里中正路222號,(037)350395,3407,887,2020/10/20 01:50:48
5935012084,苗栗安德藥局,苗栗縣苗栗市高苗里信義街１０號,(037)350420,3960,790,2020/10/20 01:50:48
5935012146,聯合藥師藥局,苗栗縣苗栗市社寮街１４５號,(037)264425,4113,300,2020/10/20 01:50:48
5935012182,陽光藥局,苗栗縣苗栗市中山路４７８號,(037)355718,1602,900,2020/10/20 01:50:48
5935012191,元品藥局,苗栗縣苗栗市至公路４４５號１樓,(037)377935,2736,500,2020/10/20 01:50:48
5935012253,正忠藥師藥局,苗栗縣苗栗市中正路６０２號,(037)369359,3425,670,2020/10/20 01:50:48
5935012271,上品藥局,苗栗縣苗栗市中正路４３２號,(037)360060,1458,930,2020/10/20 01:50:48
5935012299,瑞展藥局,苗栗縣苗栗市中正路７３號,(037)271658,1970,490,2020/10/20 01:50:48
5935012324,上林藥局,苗栗縣苗栗市建功里２４鄰府前路９１號,(037)320685,2439,1050,2020/10/20 01:50:48
5935012333,苗安藥局,苗栗縣苗栗市恭敬里信義街３１號,(037)356388,2466,580,2020/10/20 01:50:48
5935012342,杏一苗栗中山藥局,苗栗縣苗栗市至公路３８號,(037)354552,2030,980,2020/10/20 01:50:48
5935012351,錦岳大藥局,苗栗縣苗栗市民族路１４０號１樓,(037)353046,4365,1210,2020/10/20 01:50:48
5935012360,心惠聯合藥局,苗栗縣苗栗市中山路１８８號１樓,(037)377389,1791,1020,2020/10/20 01:50:48
5935012388,苗栗啄木鳥藥局,苗栗縣苗栗市中華路１２０號,(037)274809,1539,250,2020/10/20 01:50:48
5935012397,橙易藥局,苗栗縣苗栗市中正路２９１號１樓,(037)376608,2997,50,2020/10/20 01:50:48
5935020013,宏吉藥局,苗栗縣苑裡鎮中正里１０鄰３８之２號,(037)851535,3870,890,2020/10/20 01:50:48
5935020077,源益藥局,苗栗縣苑裡鎮社苓里８４之５號,(037)742533,3249,470,2020/10/20 01:50:48
5935020111,大眾藥局,苗栗縣苑裡鎮山腳里１０鄰２４８號,(037)741587,3922,820,2020/10/20 01:50:48
5935021207,德徽藥局,苗栗縣苑裡鎮南興路１２５號,(037)869253,4473,1030,2020/10/20 01:50:48
5935021261,永信藥師藥局,苗栗縣苑裡鎮新生路３５號,(037)857069,837,588,2020/10/20 01:50:48
5935021270,全家藥局,苗栗縣苑裡鎮信義路２３之１號１樓,(037)861997,4077,1290,2020/10/20 01:50:48
5935021323,國豐藥師藥局,苗栗縣苑裡鎮苑北里２鄰天下路１８６號,(037)866516,1728,920,2020/10/20 01:50:48
5935021403,安康藥局,苗栗縣苑裡鎮新興路７８號,(037)856591,4203,1180,2020/10/20 01:50:48
5935021412,信和大心藥局,苗栗縣苑裡鎮為公路３４－３號,(037)861352,3708,550,2020/10/20 01:50:48
5935021421,苑裡啄木鳥藥局,苗栗縣苑裡鎮世界路一段２５號,(037)854589,1805,699,2020/10/20 01:50:48
5935030108,吉泰藥局,苗栗縣通霄鎮通西里和平路29號,(037)758595,936,851,2020/10/20 01:50:48
5935030153,維康藥局,苗栗縣通霄鎮信義路１０４號,(037)750000,1521,620,2020/10/20 01:50:48
5935030171,立安藥局,苗栗縣通霄鎮信義路１０７號,(037)760100,5787,290,2020/10/20 01:50:48
5935040033,快樂藥局,苗栗縣竹南鎮照南里中山路１７８號,(037)474158,2574,490,2020/10/20 01:50:48
5935040079,德安藥局,苗栗縣竹南鎮光復路４０號,(037)479933,3625,348,2020/10/20 01:50:48
5935040257,和安藥局,苗栗縣竹南鎮竹南里博愛街１５號,(037)472332,1305,1110,2020/10/20 01:50:48
5935040266,鴻仁大藥局,苗栗縣竹南鎮竹南里博愛街１８１號,(037)462396,1674,867,2020/10/20 01:50:48
5935040328,明志藥局,苗栗縣竹南鎮照南里博愛街４號,(037)472341,3591,930,2020/10/20 01:50:48
5935040408,光復藥局,苗栗縣竹南鎮光復路２１６號,(037)476286,4473,190,2020/10/20 01:50:48
5935041450,昇暉藥局,苗栗縣竹南鎮民治街１８號,(037)464347,1618,580,2020/10/20 01:50:48
5935041469,順春藥局,苗栗縣竹南鎮延平路２７號之１２,(037)552068,2727,90,2020/10/20 01:50:48
5935041496,清三藥局,苗栗縣竹南鎮博愛街１６２號,(037)470532,2905,550,2020/10/20 01:50:48
5935041610,林新藥局,苗栗縣竹南鎮博愛街１２４號,(037)471556,1420,560,2020/10/20 01:50:48
5935041629,悅昌藥局,苗栗縣竹南鎮中正路２８號一樓,(037)477195,3564,310,2020/10/20 01:50:48
5935041736,佑仁藥局,苗栗縣竹南鎮光復路120號,(037)470250,2979,760,2020/10/20 01:50:48
5935041745,瑞士藥師藥局,苗栗縣竹南鎮和平街59號,(037)552708,5868,70,2020/10/20 01:50:48
5935041781,惠家藥局,苗栗縣竹南鎮自強街４２號,(037)463635,2583,510,2020/10/20 01:50:48
5935041790,慈濟藥局,苗栗縣竹南鎮正南里光復路29號,(037)474849,3462,920,2020/10/20 01:50:48
5935041905,米樂中西健保藥局,苗栗縣竹南鎮大營路２０７號,(037)552116,2790,590,2020/10/20 01:50:48
5935041914,合康連鎖藥局,苗栗縣竹南鎮博愛街２７０號,(037)474987,3591,460,2020/10/20 01:50:48
5935041932,佑民藥局,苗栗縣竹南鎮守法街２－１２號,(037)241126,1485,780,2020/10/20 01:50:48
5935041950,建康藥局,苗栗縣竹南鎮民治街６號,(037)483293,954,1210,2020/10/20 01:50:48
5935041987,杏一竹南中正藥局,苗栗縣竹南鎮中正路２５７號１樓,(037)480602,3555,640,2020/10/20 01:50:48
5935041996,新欣藥局,苗栗縣竹南鎮龍山路一段１６０號１樓,(037)471503,3384,360,2020/10/20 01:50:48
5935042037,康壯藥局,苗栗縣竹南鎮博愛街４３９號,(037)463732,4331,570,2020/10/20 01:50:48
5935042046,永安藥局,苗栗縣竹南鎮照南里立達街３號,(037)469333,2745,600,2020/10/20 01:50:48
5935042055,崧博藥師藥局,苗栗縣竹南鎮龍山路３段３７號,(037)639822,4104,690,2020/10/20 01:50:48
5935050066,義春藥局,苗栗縣頭份市珊湖里中正三路７２號,(037)601433,746,940,2020/10/20 01:50:48
5935050164,辰安藥局,苗栗縣頭份市尖豐路３２號,(037)633632,5297,459,2020/10/20 01:50:48
5935050182,民昌藥局,苗栗縣頭份市忠孝里信東路１３０號,(037)673 232,4878,80,2020/10/20 01:50:48
5935050208,三峰藥局,苗栗縣頭份市新華里中正一路７８號,(037)668239,5067,900,2020/10/20 01:50:48
5935050253,泉興藥局,苗栗縣頭份市仁愛里民族路２８號,(037)664367,4833,1480,2020/10/20 01:50:48
5935050262,東仙藥局,苗栗縣頭份市蟠桃里建國路１９９號,(037)667267,3510,320,2020/10/20 01:50:48
5935050280,李藥局,苗栗縣頭份市珊湖里中正三路２１８號,(037)601248,477,750,2020/10/20 01:50:48
5935050306,康利藥局,苗栗縣頭份市忠孝里仁愛路８６號,(037)666101,5670,220,2020/10/20 01:50:48
5935051545,富優藥局,苗栗縣頭份市中華路９３０號,(037)681635,3816,410,2020/10/20 01:50:48
5935051616,康寧藥局,苗栗縣頭份市和平路８０號一樓,(037)594173,2358,900,2020/10/20 01:50:48
5935051689,怡安藥局,苗栗縣頭份市自強路１０３號,(037)592093,4793,380,2020/10/20 01:50:48
5935051698,信源藥局,苗栗縣頭份市仁愛里信東路３９號,(037)663580,4751,1187,2020/10/20 01:50:48
5935051705,博士生活藥局,苗栗縣頭份市中華路１０４５號,(037)598915,3919,1063,2020/10/20 01:50:48
5935051732,祐康藥局,苗栗縣頭份市自強路３７號,(037)663079,2232,1080,2020/10/20 01:50:48
5935051849,懷生中西藥局,苗栗縣頭份市中正路１９號,(037)672357,4536,430,2020/10/20 01:50:48
5935051858,樂田藥妝藥局,苗栗縣頭份市信東路１３５號,(037)598995,864,430,2020/10/20 01:50:48
5935051867,惠祐藥局,苗栗縣頭份市中正路１６５號,(037)668933,4671,900,2020/10/20 01:50:48
5935051885,安馨藥局,苗栗縣頭份市自強里１２鄰信東路１０６號,(037)688156,2529,720,2020/10/20 01:50:48
5935051894,啊囉哈藥局,苗栗縣頭份市建國路二段１８０號,(037)666955,1980,650,2020/10/20 01:50:48
5935051938,吉品藥局,苗栗縣頭份市中正路９號,(037)676898,4939,730,2020/10/20 01:50:48
5935051947,森品藥局,苗栗縣頭份市建國路２段１５０、１５２、１５６號,(037)672378,2844,550,2020/10/20 01:50:48
5935051956,懷恩中西藥局,苗栗縣頭份市建國路１２８號,(037)683981,2565,960,2020/10/20 01:50:48
5935060053,鴻輝大藥局,苗栗縣後龍鎮北龍里中華路６４－１號,(037)721952,4599,170,2020/10/20 01:50:48
5935061407,佑安藥局,苗栗縣後龍鎮大庄里中山路１２５號,(037)773066,3852,620,2020/10/20 01:50:48
5935061425,懷信中西藥局,苗栗縣後龍鎮中山路１０３號,(037)724618,3680,390,2020/10/20 01:50:48
5935061434,千江大藥局,苗栗縣後龍鎮忠孝路５９號,(037)037728208,4374,1010,2020/10/20 01:50:48
5935061443,後龍藥局,苗栗縣後龍鎮中山路２０９號１，２樓,(037)723660,3132,558,2020/10/20 01:50:48
5935070022,林大藥局,苗栗縣卓蘭鎮新榮里中正路３２號,(04)25891630,2408,260,2020/10/20 01:50:48
5935071216,萊恩藥局,苗栗縣卓蘭鎮上新里上新7之1號,(04)25899369,4068,1030,2020/10/20 01:50:48
5935071234,國良藥局,苗栗縣卓蘭鎮中山路１１１號,(04)25899578,342,70,2020/10/20 01:50:48
5935071243,卓蘭千百岳大藥局,苗栗縣卓蘭鎮中山路８２號,(04)25895473,5252,1079,2020/10/20 01:50:48
5935080055,臺健中西藥局,苗栗縣大湖鄉中正路１９號,(037)990638,2592,320,2020/10/20 01:50:48
5935081123,景元藥局,苗栗縣大湖鄉中正路９７號,(037)996465,3114,1170,2020/10/20 01:50:48
5935081132,康城藥局,苗栗縣大湖鄉民生路６９號,(037)995188,4023,810,2020/10/20 01:50:48
